timestamp_ms,pass_id,row_index,x_m,y_m,zone_id,target_rate_kg_ha,target_mass_g_min,strategy_opening_mm,target_speed_r_min,selected_model,domain_status,status
6800,1,4,11.333333333333336,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6800,1,5,11.333333333333336,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6800,1,6,11.333333333333336,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,1,11.66666666666667,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,2,11.66666666666667,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,3,11.66666666666667,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,4,11.66666666666667,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,5,11.66666666666667,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7000,1,6,11.66666666666667,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,1,12.0,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,2,12.0,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,3,12.0,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,4,12.0,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,5,12.0,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7200,1,6,12.0,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
7400,2,1,12.0,3.5999999999999996,C,980.0,5880.0001176,50.0,42.36941909790039,inverse_KAN,in_domain,ok
7400,2,2,12.0,4.199999999999999,C,980.0,5880.0001176,50.0,42.36941909790039,inverse_KAN,in_domain,ok
7400,2,3,12.0,4.8,C,980.0,5880.0001176,50.0,42.36941909790039,inverse_KAN,in_domain,ok
